Error log data for Pathfinder
time, t_taken, offerror, angleerror, offsetpid, anglepid, output
1491945548248, 29, 84, 23, 47.59, 21.76, 201
1491945548335, 85, 92, 21, 45.39, 19.41, 196
1491945548415, 75, 97, 19, 43.56, 17.80, 193
1491945548454, 39, 90, 22, 29.86, 25.34, 187
1491945548546, 91, 87, 22, 31.58, 23.40, 186
1491945548606, 59, 82, 25, 28.73, 28.86, 189
1491945548689, 81, 69, 30, 14.07, 35.32, 181
1491945548746, 56, 66, 32, 23.96, 34.60, 190
1491945548801, 54, 70, 29, 32.50, 26.70, 191
1491945548870, 69, 81, 27, 42.92, 24.52, 199
1491945548935, 63, 89, 26, 43.59, 26.00, 201
1491945548972, 33, 93, 25, 41.75, 24.71, 198
1491945549013, 41, 95, 23, 40.30, 20.61, 192
1491945549091, 68, 88, 23, 27.86, 23.14, 183
1491945549185, 92, 77, 24, 20.04, 25.94, 177
1491945549223, 38, 68, 26, 18.94, 28.41, 179
1491945549305, 82, 61, 27, 16.71, 28.37, 177
1491945549373, 66, 72, 24, 40.70, 21.15, 193
1491945549436, 62, 82, 22, 43.34, 20.34, 195
1491945549496, 60, 84, 21, 35.59, 20.99, 188
1491945549537, 39, 85, 22, 35.40, 22.82, 190
1491945549617, 80, 82, 22, 29.62, 22.83, 184
1491945549664, 46, 72, 22, 19.71, 21.82, 173
1491945549726, 61, 72, 21, 27.98, 21.60, 181
1491945549765, 38, 71, 21, 27.93, 21.19, 181
1491945549842, 77, 75, 20, 34.57, 19.21, 185
1491945549923, 80, 74, 14, 28.75, 8.78, 169
1491945549969, 44, 77, 11, 33.27, 8.26, 173
1491945550012, 41, 76, 10, 29.70, 8.86, 170
1491945550099, 79, 70, 5, 23.02, 0.35, 155
1491945550147, 47, 66, 3, 22.57, 1.85, 156
1491945550230, 74, 60, 1, 17.94, -1.25, 148
1491945550301, 69, 58, 0, 20.97, -0.53, 152
1491945550391, 89, 48, 0, 9.60, -2.29, 139
1491945550447, 55, 39, -2, 7.16, -3.43, 135
1491945550510, 61, 34, -2, 8.76, -2.07, 138
1491945550575, 64, 24, -2, -0.45, -2.06, 129
1491945550639, 60, 19, -2, 3.07, -2.50, 132
1491945550673, 33, 15, -2, 1.90, -1.92, 131
1491945550734, 59, 9, -2, -2.68, -2.06, 127
1491945550799, 64, 8, -1, 2.82, -1.88, 132
1491945550835, 35, 6, -1, 1.21, -1.73, 131
1491945550917, 80, 8, -1, 4.39, -1.54, 134
1491945550972, 52, 7, -1, 2.96, -1.61, 133
1491945551048, 76, 6, -1, 1.28, -1.52, 131
1491945551093, 45, 7, -1, 3.85, -1.76, 134
1491945551174, 80, 4, -1, -1.72, -1.74, 128
1491945551238, 63, 5, -2, 3.20, -2.47, 132
1491945551281, 41, 3, -1, 0.27, -1.88, 130
1491945551356, 74, 0, -1, -2.73, -1.61, 127
1491945551403, 46, 0, -1, -0.07, -1.14, 130
1491945551478, 74, -3, 0, -5.49, 0.66, 127
1491945551564, 75, -2, 0, -0.60, -0.59, 130
1491945551636, 71, -1, 0, 0.35, -0.55, 131
1491945551673, 32, 1, 0, 3.45, -1.07, 134
1491945551788, 115, 4, 0, 4.63, -0.55, 136
1491945551859, 68, 5, 0, 2.96, -0.51, 134
1491945551925, 65, 3, 0, 0.32, -0.44, 131
1491945551994, 67, 2, 0, -0.43, -0.78, 130
1491945552041, 47, -2, 0, -6.01, 0.18, 126
1491945552127, 84, -4, 0, -3.41, 0.27, 128
1491945552174, 45, -9, 0, -8.52, 1.39, 124
1491945552243, 68, -5, 0, 1.76, -0.17, 133
1491945552291, 48, -4, 0, -1.71, 0.41, 130
1491945552371, 79, 2, 0, 8.57, -0.48, 140
1491945552439, 67, 3, 0, 1.76, -0.23, 133
1491945552507, 67, 3, 0, 1.89, 0.06, 133
1491945552571, 62, 2, 0, -0.06, -0.28, 131
1491945552611, 39, -1, 0, -4.36, 0.21, 127
1491945552676, 64, -10, 0, -13.49, -0.24, 118
1491945552755, 79, -17, 0, -13.95, 0.96, 119
1491945552812, 55, -17, 0, -7.04, 0.72, 125
1491945552868, 55, -16, 0, -5.04, 0.79, 127
1491945552900, 32, -13, 0, -2.89, 0.80, 129
1491945552973, 72, -4, 0, 7.49, 0.04, 139
1491945553036, 54, -1, 0, 1.90, 0.40, 134
1491945553094, 58, 4, 0, 8.30, 0.55, 140
1491945553179, 83, 5, 0, 2.93, 0.26, 135
1491945553246, 67, 2, 0, -1.48, 0.73, 131
1491945553304, 57, 0, 0, -2.27, 0.69, 130
1491945553378, 72, -8, 0, -11.84, 0.69, 120
1491945553450, 61, -19, 1, -19.03, 1.67, 114
1491945553504, 53, -19, 1, -8.41, 1.07, 124
1491945553535, 30, -20, 1, -9.50, 1.51, 124
1491945553623, 87, -11, 1, 4.67, 0.94, 137
1491945553688, 64, -6, 0, 2.49, 0.52, 135
1491945553745, 55, 0, 0, 5.34, 0.14, 137
1491945553811, 66, 4, 0, 6.59, 0.28, 138
1491945553851, 39, 1, 0, -1.92, 0.72, 130
1491945553963, 112, -2, 0, -4.77, 0.72, 127
1491945554036, 71, -3, 0, -2.54, 0.46, 129
1491945554110, 72, -3, 0, -2.10, 0.61, 130
1491945554177, 59, -4, 0, -1.79, 0.66, 130
1491945554251, 66, 0, 0, 4.26, -0.27, 135
1491945554302, 50, 1, 0, 2.65, -0.97, 133
1491945554393, 90, 5, 0, 5.73, -0.91, 136
1491945554468, 71, 6, 0, 2.93, -0.82, 134
1491945554515, 46, 7, 0, 4.33, -1.05, 135
1491945554598, 82, 4, 0, -1.30, -0.44, 130
1491945554671, 73, 2, 0, -0.48, -0.59, 130
1491945554744, 73, 0, 0, -2.98, -0.85, 128
1491945554782, 37, -3, 0, -4.09, 0.30, 128
1491945554870, 87, -8, 0, -8.71, 0.51, 123
1491945554936, 65, -7, 0, -2.67, 0.32, 129
1491945555008, 71, -6, 0, -1.74, 0.02, 130
1491945555069, 60, -3, 0, 2.35, 0.60, 134
1491945555163, 93, 0, 1, 1.84, 1.84, 135
1491945555240, 76, 2, 3, 4.68, 6.46, 143
1491945555297, 56, 3, 7, 2.54, 10.58, 145
1491945555372, 75, 7, 12, 7.21, 18.19, 157
1491945555437, 63, 15, 17, 13.79, 22.92, 168
1491945555496, 59, 31, 18, 28.36, 19.95, 180
1491945555551, 53, 51, 18, 41.15, 17.32, 190
1491945555610, 58, 62, 17, 35.56, 16.51, 184
