Error log data for Pathfinder
time, t_taken, offerror, angleerror, offsetpid, anglepid, output
1491939339518, 71, -11, 0, -13.74, 1.07, 119
1491939339573, 54, -12, 0, -13.37, -0.10, 118
1491939339609, 36, -11, 0, -11.26, -1.43, 119
1491939339690, 79, -8, -1, -6.91, -1.42, 123
1491939339751, 59, -4, 0, -2.52, -0.78, 128
1491939339813, 61, 0, 0, 1.96, -0.11, 133
1491939339897, 82, 6, -1, 9.83, -2.06, 139
1491939339942, 44, 10, -1, 12.27, -1.22, 143
1491939340046, 103, 12, -1, 14.25, -2.11, 144
1491939340108, 61, 12, -1, 12.04, -0.83, 143
1491939340139, 30, 11, -1, 11.61, -1.97, 141
1491939340218, 78, 5, 0, 2.55, 0.59, 135
1491939340276, 58, 3, 0, 2.47, -0.26, 134
1491939340342, 65, -3, 0, -6.98, 0.99, 126
1491939340402, 59, -5, 0, -6.74, -0.28, 124
1491939340450, 46, -7, 0, -7.89, -0.64, 123
1491939340534, 84, -10, 0, -11.72, 0.16, 120
1491939340622, 86, -7, 0, -6.73, 0.43, 125
1491939340697, 74, -6, -1, -5.18, -2.42, 124
1491939340745, 47, 0, 0, 2.40, 0.14, 134
1491939340822, 77, 9, 0, 13.84, 0.17, 146
1491939340902, 79, 12, -1, 14.69, -2.27, 144
1491939340965, 62, 16, -1, 18.98, -1.06, 149
1491939341026, 53, 17, -1, 18.11, -2.06, 148
1491939341075, 48, 15, -2, 14.69, -2.52, 144
1491939341151, 76, 2, -1, -4.65, 0.02, 127
1491939341213, 60, -1, 0, -4.05, -0.69, 127
1491939341271, 47, -11, 0, -16.17, -0.01, 115
1491939341332, 60, -15, 0, -18.25, 0.01, 113
1491939341404, 71, -17, 0, -17.84, 0.52, 114
1491939341471, 65, -14, 0, -13.67, 0.36, 118
1491939341551, 78, -8, 0, -5.12, -0.82, 126
1491939341641, 80, 0, 0, 5.35, -1.30, 136
1491939341714, 72, 13, -1, 19.81, -2.63, 149
1491939341770, 55, 20, -2, 24.27, -3.36, 152
1491939341851, 79, 24, -1, 27.09, -1.38, 157
1491939341904, 52, 24, 0, 23.85, 0.82, 156
1491939341977, 72, 17, -1, 14.23, -2.74, 143
1491939342015, 37, 13, -1, 11.83, -0.47, 143
1491939342089, 74, 3, -2, -2.15, -4.05, 125
1491939342119, 29, -2, -2, -5.94, -2.42, 123
1491939342229, 109, -15, -1, -21.31, -0.42, 110
1491939342277, 47, -16, 0, -17.45, 0.57, 115
1491939342366, 88, -15, 0, -14.24, -0.61, 117
1491939342438, 71, -7, 0, -3.96, -1.07, 126
1491939342501, 61, 2, 0, 7.04, 0.00, 139
1491939342570, 68, 14, 0, 21.39, -1.14, 152
1491939342615, 40, 18, 0, 19.80, -1.20, 150
1491939342696, 79, 20, 0, 22.36, -0.52, 153
1491939342749, 47, 21, 0, 21.06, -1.02, 152
1491939342836, 87, 8, 0, 1.71, -0.81, 132
1491939342906, 68, 4, 0, 2.75, -1.10, 133
1491939342938, 31, 0, 0, -2.10, -0.16, 129
1491939343040, 101, -10, 0, -16.38, -0.38, 115
1491939343090, 47, -14, 0, -15.62, 0.30, 116
1491939343184, 93, -11, 0, -10.53, -0.05, 121
1491939343228, 43, -8, 0, -6.57, -0.36, 125
1491939343318, 89, 2, 0, 8.38, -1.44, 138
1491939343362, 42, 7, -1, 9.69, -1.18, 140
1491939343452, 89, 15, -1, 19.92, -1.85, 150
1491939343504, 50, 16, -1, 16.20, -1.57, 146
1491939343588, 84, 15, -1, 15.08, -1.19, 145
1491939343636, 46, 13, 0, 11.84, -0.55, 143
1491939343740, 103, 2, 0, -2.30, -0.82, 128
1491939343828, 87, -1, 0, -2.94, 0.50, 129
1491939343883, 54, -11, 0, -17.27, 0.26, 114
1491939343925, 41, -16, 0, -19.46, -0.71, 111
1491939344015, 89, -15, -1, -15.49, -1.72, 114
1491939344081, 66, -12, -1, -11.20, -1.40, 119
1491939344145, 63, -6, 1, -3.84, 3.38, 131
1491939344185, 38, 0, 2, 4.66, 3.95, 140
1491939344276, 90, 15, -4, 23.27, -10.55, 144
1491939344340, 63, 15, -7, 15.96, -10.12, 137
1491939344421, 80, 7, 0, 2.55, 7.84, 142
1491939344465, 43, 0, 0, -4.83, -1.02, 126
1491939344550, 83, -11, -4, -16.25, -9.60, 106
1491939344619, 66, -29, -6, -37.97, -7.40, 86
1491939344685, 65, -44, -4, -52.49, -2.48, 77
1491939344745, 60, -52, -3, -55.85, -1.83, 74
1491939344807, 60, -65, -3, -71.65, -4.87, 55
1491939344870, 61, -66, -4, -67.53, -5.04, 59
1491939344941, 69, -64, -7, -63.60, -9.62, 58
1491939345012, 70, -60, -7, -58.10, -6.97, 66
1491939345089, 76, -55, -9, -52.46, -11.32, 68
1491939345146, 56, -33, -17, -22.76, -25.55, 83
1491939345218, 72, -29, -13, -27.04, -9.86, 95
1491939345282, 63, -27, -12, -26.99, -11.28, 93
1491939345328, 45, -23, -11, -21.13, -11.01, 99
1491939345404, 63, -18, -14, -16.48, -17.64, 97
1491939345482, 76, -26, -12, -30.11, -10.85, 91
1491939345576, 85, -26, -12, -26.33, -12.76, 92
1491939345655, 78, -26, -12, -26.33, -12.76, 92
1491939345660, 4, -26, -12, -26.33, -12.76, 92
