Error log data for Pathfinder
time, t_taken, offerror, angleerror, offsetpid, anglepid, output
1491945950038, 43, 3, -1, 2.82, -1.65, 133
1491945950109, 70, 5, -1, 4.10, -1.83, 134
1491945950180, 69, 4, -1, 0.87, -1.89, 130
1491945950225, 45, 4, -1, 1.32, -1.03, 132
1491945950319, 93, -1, 0, -6.26, 0.35, 126
1491945950367, 46, -2, 0, -2.14, -0.39, 129
1491945950445, 78, -5, 0, -5.03, 0.03, 127
1491945950489, 43, -5, 0, -2.43, -0.24, 129
1491945950591, 101, -2, 0, 1.84, -0.27, 133
1491945950623, 31, -2, 0, -0.25, -0.40, 131
1491945950708, 84, 1, 0, 3.56, -0.21, 135
1491945950778, 61, 1, 0, 1.42, -0.22, 133
1491945950835, 56, 1, 0, -0.28, 0.12, 131
1491945950897, 58, 0, 0, 0.34, -0.60, 131
1491945950945, 43, 0, 0, -1.89, -0.38, 129
1491945951010, 64, -3, 0, -4.90, 0.23, 127
1491945951075, 65, -4, 0, -2.87, 0.72, 129
1491945951140, 63, -8, 0, -6.64, 1.00, 126
1491945951235, 93, -9, 0, -4.72, 0.83, 128
1491945951266, 30, -6, 0, 0.51, 0.45, 132
1491945951337, 71, -5, 0, -1.98, 0.31, 130
1491945951396, 58, -4, 0, -0.47, 0.31, 131
1491945951463, 65, -3, 0, -0.86, 0.67, 131
1491945951543, 79, -4, 0, -2.18, 0.71, 130
1491945951628, 84, -2, 0, 1.40, 0.27, 133
1491945951678, 48, -3, 0, -2.29, -0.02, 129
1491945951742, 63, -1, 0, 1.08, -0.17, 132
1491945951829, 85, -1, 0, -1.08, -0.66, 130
1491945951864, 33, 0, 0, 1.16, -0.70, 132
1491945951944, 80, -2, 0, -3.25, -0.19, 128
1491945951994, 49, -4, 0, -3.10, -0.02, 128
1491945952037, 41, -3, 0, -1.36, -0.27, 130
1491945952106, 68, -5, 0, -4.10, 0.16, 128
1491945952164, 58, -7, 0, -4.11, 0.38, 128
1491945952201, 35, -6, 0, -1.69, 0.74, 131
1491945952313, 111, -7, 0, -3.71, 0.79, 129
1491945952376, 54, -6, 1, -1.60, 1.68, 132
1491945952424, 48, -5, 1, -1.76, 0.97, 131
1491945952488, 54, -5, 0, -2.51, 0.68, 130
1491945952562, 74, -4, 0, -0.49, 0.57, 132
1491945952655, 90, -2, 0, 0.35, -0.20, 132
1491945952699, 43, 2, 5, 6.81, 10.97, 149
1491945952781, 81, 0, 0, -3.89, -5.52, 122
1491945952829, 46, -1, 0, -0.74, -0.01, 131
1491945952925, 95, -14, 0, -19.40, 1.27, 113
1491945953007, 81, -19, 1, -12.35, 1.47, 121
1491945953083, 75, -18, 1, -6.84, 1.40, 126
1491945953141, 57, -14, 1, -0.99, 1.33, 132
1491945953218, 76, -6, 0, 4.47, 0.54, 137
1491945953273, 53, 0, 0, 8.13, 0.03, 140
1491945953335, 61, 2, 0, 3.20, 0.35, 135
1491945953402, 65, 5, 0, 4.71, 0.22, 136
1491945953432, 29, 3, 0, -0.74, 0.45, 131
1491945953545, 111, -3, 0, -8.86, 0.80, 123
1491945953590, 44, -5, 0, -3.23, 0.01, 128
1491945953710, 119, -11, 0, -10.39, 0.34, 121
1491945953780, 69, -10, 0, -3.79, 0.43, 128
1491945953811, 31, -7, 0, -0.42, -0.07, 131
1491945953924, 110, -1, 0, 6.04, -0.43, 137
1491945953991, 64, 0, 0, 2.49, 0.22, 134
1491945954039, 47, 0, 0, 0.36, 0.25, 132
1491945954133, 93, 1, 0, 1.16, -0.11, 133
1491945954195, 57, -1, 0, -3.70, 0.03, 128
1491945954264, 68, -3, 0, -3.45, 0.14, 128
1491945954312, 48, -5, 0, -3.92, 0.47, 128
1491945954375, 63, -6, 0, -4.08, 0.88, 128
1491945954466, 89, -6, 0, -3.03, 0.26, 129
1491945954542, 74, -7, 0, -2.90, 0.34, 129
1491945954607, 63, -7, 0, -3.61, 1.35, 129
1491945954649, 40, -6, 0, -1.99, 0.70, 130
1491945954741, 91, -6, 3, -2.51, 6.08, 135
1491945954793, 52, -7, 4, -3.18, 5.76, 134
1491945954843, 48, -2, 7, 3.22, 11.26, 146
1491945954946, 102, 0, 10, 3.43, 12.80, 148
1491945954996, 49, 9, 16, 13.22, 22.14, 167
1491945955092, 95, 28, 19, 30.24, 22.72, 184
1491945955150, 57, 44, 19, 34.27, 18.51, 184
1491945955243, 92, 47, 18, 22.05, 17.96, 172
1491945955303, 57, 50, 19, 22.85, 19.54, 174
1491945955368, 65, 40, 21, 6.36, 23.10, 161
1491945955458, 88, 38, 23, 12.71, 26.14, 170
1491945955527, 67, 48, 23, 30.11, 22.46, 184
1491945955615, 87, 51, 24, 23.72, 26.54, 182
1491945955650, 34, 62, 26, 36.27, 28.54, 196
1491945955746, 95, 80, 24, 50.20, 22.06, 204
1491945955828, 82, 84, 23, 37.26, 23.11, 192
1491945955897, 68, 74, 27, 20.41, 30.49, 182
1491945955946, 49, 56, 29, 4.42, 32.09, 168
1491945956032, 77, 47, 31, 10.18, 33.07, 175
1491945956076, 44, 51, 31, 24.24, 30.92, 187
1491945956161, 83, 68, 30, 44.81, 28.93, 205
1491945956230, 69, 82, 30, 46.25, 30.98, 209
1491945956278, 47, 85, 30, 37.17, 30.02, 199
1491945956355, 76, 88, 30, 38.44, 29.74, 200
1491945956435, 78, 91, 27, 39.59, 25.29, 196
1491945956523, 87, 80, 27, 20.79, 27.79, 180
1491945956580, 57, 71, 28, 19.44, 28.61, 180
1491945956637, 45, 67, 25, 23.44, 23.70, 179
1491945956761, 123, 71, 24, 32.86, 22.98, 187
1491945956850, 89, 72, 25, 30.12, 25.71, 187
1491945956900, 49, 73, 26, 29.68, 27.36, 189
1491945956976, 75, 76, 28, 34.43, 30.30, 196
1491945957034, 47, 78, 28, 32.88, 27.94, 192
1491945957113, 78, 80, 28, 34.24, 28.53, 194
1491945957160, 46, 79, 30, 30.71, 32.71, 195
1491945957206, 45, 78, 30, 30.84, 29.88, 192
1491945957287, 79, 76, 27, 28.11, 25.43, 185
1491945957344, 57, 76, 26, 31.11, 25.91, 189
1491945957399, 54, 73, 25, 26.65, 23.30, 181
1491945957473, 73, 70, 26, 24.22, 27.58, 183
1491945957540, 66, 69, 26, 26.85, 27.03, 185
1491945957610, 68, 71, 27, 30.28, 29.15, 191
1491945957677, 66, 76, 27, 36.63, 26.24, 194
1491945957747, 60, 78, 27, 33.12, 28.59, 193
1491945957874, 126, 77, 28, 29.43, 29.58, 191
1491945957940, 66, 74, 28, 26.94, 28.33, 187
1491945958013, 72, 71, 28, 25.56, 28.50, 186
1491945958046, 32, 67, 24, 23.77, 21.03, 176
1491945958163, 116, 56, 25, 10.58, 27.17, 169
1491945958213, 49, 53, 26, 19.31, 26.08, 177
1491945958258, 45, 54, 25, 21.77, 25.32, 179
1491945958326, 66, 64, 26, 36.80, 27.21, 196
1491945958374, 47, 69, 26, 32.35, 26.65, 191
1491945958437, 62, 73, 25, 33.63, 25.16, 190
1491945958513, 75, 76, 26, 33.68, 26.49, 192
1491945958552, 38, 72, 26, 25.51, 26.94, 184
1491945958645, 92, 69, 23, 23.88, 20.21, 176
1491945958705, 60, 69, 19, 27.78, 16.52, 176
1491945958764, 58, 69, 16, 28.48, 13.42, 173
1491945958850, 84, 68, 15, 25.40, 14.57, 171
1491945958932, 81, 63, 7, 21.03, -0.24, 152
1491945958984, 52, 55, 3, 14.66, 0.11, 146
1491945959018, 33, 54, 1, 20.96, -0.47, 152
1491945959107, 88, 40, 0, 1.25, -0.82, 132
1491945959172, 63, 32, 0, 6.06, -0.97, 137
1491945959238, 65, 28, 0, 7.48, -0.52, 138
1491945959306, 68, 23, 0, 4.27, -1.27, 134
1491945959378, 70, 22, -1, 7.20, -2.34, 136
1491945959431, 43, 20, -2, 5.95, -3.16, 134
1491945959506, 75, 16, -2, 2.71, -1.95, 132
1491945959573, 65, 12, -2, 1.59, -2.12, 131
1491945959644, 71, 9, -1, 1.25, -1.72, 131
1491945959712, 58, 0, -1, -8.76, -0.52, 122
1491945959763, 40, 0, -1, -1.42, -1.42, 129
1491945959812, 48, -3, 0, -4.16, -0.02, 127
1491945959894, 81, -5, 0, -5.02, -1.21, 125
1491945959955, 59, -4, 0, 0.17, -0.46, 131
1491945960009, 46, -4, 0, -1.73, -0.55, 129
1491945960067, 58, -2, 0, 0.97, -0.81, 132
1491945960128, 60, -2, 0, -1.43, 0.11, 130
1491945960200, 71, -3, 0, -1.60, -0.16, 130
1491945960228, 27, -1, 0, 1.02, -1.15, 131
1491945960297, 68, -2, 0, -2.67, 0.01, 129
1491945960374, 69, -3, 0, -1.81, -0.50, 129
1491945960462, 88, -2, 0, -0.36, -0.39, 131
1491945960526, 63, -4, 0, -3.49, 0.25, 128
1491945960606, 79, -3, 0, -0.18, -0.38, 131
1491945960698, 91, -4, 0, -2.62, 0.49, 129
1491945960777, 78, -3, 0, -0.73, -0.40, 130
1491945960826, 48, -4, 0, -2.14, 0.39, 130
1491945960911, 83, -2, 0, 0.96, -0.67, 132
1491945961031, 120, -1, 0, -0.59, 0.21, 131
1491945961107, 73, -2, 0, -1.16, -0.24, 130
1491945961151, 43, -1, 0, 0.07, 0.28, 132
1491945961242, 90, 0, 0, 1.73, -0.81, 132
1491945961283, 40, 0, 0, 0.44, -0.44, 131
1491945961371, 87, 0, 0, -0.90, -0.54, 130
1491945961451, 79, 0, 0, 1.45, -0.47, 132
1491945961495, 44, 0, 0, 0.28, -0.36, 131
1491945961569, 73, 0, 0, -0.28, -0.39, 131
1491945961644, 74, 1, 0, 1.83, -0.14, 133
1491945961731, 77, 1, 0, 0.49, -0.59, 131
1491945961805, 73, 3, 0, 2.84, -0.53, 134
1491945961869, 64, 2, 0, 0.45, -0.12, 132
1491945961937, 67, 3, 0, 1.90, -0.76, 133
1491945961991, 53, 2, 0, 0.21, 0.04, 132
1491945962060, 67, 0, 0, -1.65, -0.39, 129
1491945962106, 45, 0, 0, -1.45, -0.21, 130
1491945962174, 67, -3, 0, -3.78, 0.22, 128
1491945962241, 66, -4, 0, -3.35, -0.16, 128
1491945962307, 65, -6, 0, -4.76, 0.57, 127
1491945962375, 57, -8, 0, -5.51, 0.24, 126
1491945962442, 66, -8, 0, -3.67, 0.11, 128
1491945962532, 86, -8, 0, -3.22, 0.35, 129
1491945962575, 42, -7, 0, -1.77, 0.51, 130
1491945962643, 68, -6, 0, -1.49, 0.66, 131
1491945962695, 51, -5, 0, -1.94, 0.40, 130
1491945962770, 73, -2, 0, 2.85, -0.09, 134
1491945962852, 81, -1, 0, -0.41, 0.39, 131
1491945962892, 38, 0, 0, 0.69, -0.12, 132
1491945962962, 69, 0, 0, 0.62, -0.08, 132
1491945963044, 80, -1, 0, -2.12, 0.29, 130
1491945963136, 72, -3, 0, -3.36, -0.44, 128
1491945963210, 73, -6, 0, -5.23, 0.47, 127
1491945963285, 52, -8, 0, -5.22, 0.31, 127
1491945963319, 30, -9, 0, -5.31, 0.52, 127
1491945963404, 84, -11, 0, -6.10, 1.25, 127
1491945963486, 79, -11, 0, -4.26, 0.35, 128
1491945963529, 42, -8, 0, -0.71, -0.99, 130
1491945963565, 34, -7, 0, -2.49, -0.96, 128
1491945963662, 96, -6, 0, -1.96, 0.25, 130
1491945963742, 71, -7, 0, -3.60, 0.08, 128
1491945963788, 44, -5, 0, -0.39, -0.10, 131
1491945963878, 89, -5, 0, -1.48, 0.00, 130
1491945963942, 63, -3, 0, 0.14, -0.44, 131
1491945964007, 64, -2, 0, -0.58, -0.27, 131
1491945964073, 65, -2, 0, -1.05, 0.07, 131
1491945964154, 78, -2, 0, 0.01, -0.46, 131
1491945964208, 54, -2, 0, -0.78, 0.66, 131
1491945964271, 54, -1, 0, -0.44, 0.35, 131
1491945964324, 52, 0, 0, 1.18, -0.62, 132
1491945964400, 76, 1, 0, 2.94, -1.22, 133
1491945964478, 77, 3, 0, 3.23, -1.04, 134
1491945964533, 55, 3, 0, 2.00, 0.03, 134
1491945964612, 78, 4, 2, 1.86, 4.64, 138
1491945964667, 54, 3, 3, 0.22, 4.29, 136
1491945964745, 78, 2, 8, 0.85, 13.63, 146
1491945964797, 51, 5, 9, 4.21, 10.61, 146
1491945964869, 71, 11, 14, 10.92, 20.19, 163
1491945964951, 81, 12, 16, 6.62, 19.12, 157
1491945964981, 30, 18, 18, 13.23, 20.76, 165
1491945965089, 107, 22, 21, 12.74, 25.06, 169
1491945965148, 58, 24, 22, 11.95, 22.22, 166
1491945965229, 81, 32, 21, 21.03, 20.66, 173
1491945965267, 37, 37, 20, 20.34, 20.55, 172
1491945965348, 81, 47, 20, 28.32, 19.23, 179
1491945965411, 62, 51, 19, 25.32, 18.64, 175
1491945965441, 30, 55, 18, 25.56, 17.58, 175
1491945965529, 87, 63, 17, 34.09, 17.16, 183
1491945965588, 57, 65, 18, 28.47, 19.15, 179
1491945965620, 30, 64, 19, 24.96, 20.57, 177
1491945965716, 95, 63, 21, 24.50, 24.06, 180
1491945965777, 61, 63, 23, 24.35, 24.49, 180
1491945965862, 76, 58, 26, 18.53, 29.73, 180
1491945965940, 76, 58, 28, 23.60, 30.11, 185
1491945966034, 94, 73, 27, 44.26, 26.02, 202
1491945966108, 72, 81, 26, 40.23, 26.62, 198
1491945966158, 49, 83, 27, 35.19, 28.00, 195
1491945966252, 94, 79, 28, 27.54, 30.13, 189
1491945966321, 67, 68, 29, 16.36, 30.80, 179
1491945966373, 51, 63, 30, 20.59, 30.60, 183
1491945966455, 81, 65, 27, 28.81, 25.01, 185
1491945966518, 62, 69, 26, 31.32, 25.67, 188
1491945966556, 37, 71, 26, 31.31, 25.61, 188
1491945966637, 80, 76, 26, 35.25, 26.06, 193
1491945966714, 76, 78, 26, 33.22, 26.58, 191
1491945966761, 46, 81, 26, 35.36, 26.78, 194
1491945966843, 82, 71, 29, 19.10, 32.02, 183
1491945966901, 49, 70, 29, 27.21, 30.17, 189
1491945966958, 56, 65, 29, 20.73, 29.84, 182
1491945967011, 52, 57, 31, 15.86, 32.26, 180
1491945967091, 80, 55, 30, 20.43, 29.09, 181
1491945967144, 51, 60, 28, 28.53, 27.52, 188
1491945967208, 62, 64, 27, 29.40, 26.68, 188
1491945967313, 104, 76, 25, 42.54, 23.02, 197
1491945967370, 56, 80, 24, 37.06, 23.68, 192
1491945967463, 93, 81, 24, 32.70, 23.59, 188
1491945967554, 90, 85, 21, 38.72, 19.79, 190
1491945967597, 43, 77, 25, 22.94, 28.71, 183
1491945967688, 89, 66, 27, 16.16, 30.10, 178
1491945967740, 52, 60, 30, 17.82, 32.85, 182
1491945967815, 74, 51, 33, 11.10, 37.29, 180
1491945967878, 63, 51, 33, 21.40, 32.91, 186
1491945967941, 61, 55, 33, 25.91, 33.05, 190
1491945968002, 57, 74, 29, 48.65, 26.43, 207
1491945968035, 31, 78, 28, 36.00, 27.24, 195
1491945968123, 86, 107, 21, 71.54, 14.99, 218
1491945968167, 44, 103, 22, 37.02, 23.84, 192
1491945968251, 83, 101, 22, 38.92, 22.13, 193
1491945968294, 41, 95, 24, 31.51, 27.04, 190
1491945968386, 91, 80, 26, 18.02, 28.46, 178
1491945968439, 52, 79, 26, 30.78, 26.54, 189
1491945968529, 89, 66, 27, 12.92, 29.17, 174
1491945968583, 53, 72, 24, 35.13, 20.63, 187
1491945968671, 87, 77, 22, 36.81, 19.93, 188
1491945968757, 85, 79, 21, 32.66, 21.16, 185
1491945968808, 50, 78, 21, 30.67, 21.43, 184
1491945968903, 95, 74, 22, 26.27, 23.55, 181
1491945968966, 62, 74, 22, 29.01, 22.19, 183
1491945969032, 65, 75, 21, 31.99, 20.91, 184
1491945969100, 66, 77, 21, 32.04, 20.76, 184
1491945969167, 66, 78, 20, 32.25, 19.15, 183
1491945969238, 71, 73, 12, 25.04, 5.04, 162
1491945969296, 56, 74, 9, 30.41, 6.54, 168
1491945969373, 77, 71, 6, 26.12, 2.97, 161
1491945969431, 56, 68, 3, 24.86, 1.25, 158
1491945969507, 76, 63, 2, 19.40, 0.91, 152
1491945969558, 49, 60, 1, 21.45, 1.33, 154
1491945969628, 70, 55, 0, 17.07, -0.87, 148
1491945969698, 69, 50, 0, 16.02, -1.56, 146
1491945969774, 75, 43, 0, 9.82, -1.43, 140
1491945969845, 70, 34, -1, 5.55, -2.58, 134
1491945969910, 52, 27, -1, 3.38, -2.08, 133
1491945969980, 70, 19, -1, 0.01, -1.84, 130
1491945970036, 45, 16, -2, 3.43, -2.16, 133
1491945970139, 103, 8, -1, -4.84, -1.57, 125
1491945970191, 51, 7, -1, 2.56, -1.88, 132
1491945970268, 76, 7, -1, 2.88, -1.53, 133
1491945970307, 38, 6, -1, 0.83, -1.29, 131
1491945970388, 80, 7, -1, 5.15, -1.79, 135
1491945970490, 100, 7, -1, 2.29, -0.84, 133
1491945970560, 70, 5, -1, 0.18, -1.47, 130
1491945970601, 40, 3, -1, -0.32, -0.88, 130
1491945970677, 74, -1, -1, -5.51, -1.20, 125
1491945970758, 71, -2, -1, -1.69, -1.88, 128
1491945970840, 81, -5, -1, -6.07, -1.06, 124
1491945970927, 87, -5, -1, -2.44, -1.07, 128
1491945970988, 60, -5, 0, -1.09, 0.66, 131
1491945971043, 53, -5, 0, -2.47, -0.34, 129
1491945971100, 57, 0, 0, 5.31, -0.48, 136
1491945971139, 34, 0, 0, 0.05, -0.20, 131
1491945971239, 100, 1, 0, 1.59, -0.75, 132
1491945971314, 74, 0, 0, -0.75, -0.18, 131
1491945971371, 56, -2, 0, -4.37, -0.17, 127
1491945971465, 93, -5, 0, -5.20, 0.80, 127
1491945971538, 72, -10, 0, -8.32, 0.45, 124
1491945971600, 61, -8, 0, -2.36, 0.69, 130
1491945971668, 68, -10, 0, -5.13, 0.98, 127
1491945971729, 60, -6, 0, 1.32, 0.09, 133
1491945971806, 77, -4, 0, -0.54, 0.92, 132
1491945971869, 62, -4, 0, -0.92, 1.13, 132
1491945971953, 83, 0, 0, 3.14, 0.04, 135
1491945972010, 56, -1, 0, -1.45, 0.39, 130
1491945972093, 82, 0, 0, 2.25, -0.22, 134
1491945972131, 38, -1, 0, -3.01, 0.53, 129
1491945972214, 82, -2, 0, -2.29, -0.00, 129
1491945972259, 45, -3, 0, -2.03, 0.57, 130
1491945972338, 78, -6, 0, -5.46, 0.08, 126
1491945972395, 56, -5, 0, -1.48, -0.09, 130
1491945972463, 66, -6, 0, -3.64, -0.06, 128
1491945972540, 74, -7, 0, -3.19, -0.11, 128
1491945972609, 68, -5, 0, -0.47, -0.05, 131
1491945972659, 49, -5, 0, -2.34, 0.42, 130
1491945972731, 71, -3, 0, 0.73, -0.33, 132
1491945972775, 43, -1, 0, 0.95, 0.63, 133
1491945972844, 68, 0, 0, 2.34, 0.08, 134
1491945972908, 63, 1, 0, 1.23, 1.10, 134
1491945972971, 62, 2, 0, 2.73, -0.15, 134
1491945973035, 64, 2, 0, 0.40, 0.50, 132
1491945973100, 63, 0, 0, -0.95, -0.12, 130
1491945973169, 68, 1, 0, 0.58, -0.31, 132
1491945973236, 66, 1, 0, 0.41, -0.53, 131
1491945973305, 68, -1, 0, -3.25, -0.43, 128
1491945973376, 65, -1, 0, -1.18, -0.23, 130
1491945973434, 56, -4, 0, -4.37, 0.11, 127
1491945973505, 70, -6, 0, -5.20, 0.46, 127
1491945973599, 94, -7, 0, -3.98, 0.22, 128
1491945973658, 57, -8, 0, -3.97, 0.56, 128
1491945973731, 73, -7, 0, -1.55, 0.82, 131
1491945973806, 74, -6, 0, -2.68, 0.53, 129
1491945973885, 78, -4, 0, 0.55, 0.27, 132
1491945973934, 48, -3, 0, -0.38, 0.69, 132
1491945974006, 72, -2, 0, 0.67, 0.44, 133
1491945974097, 82, -1, 0, 0.44, 0.29, 132
1491945974127, 29, -1, 0, -1.03, 0.40, 131
1491945974200, 72, 2, 0, 4.50, -0.88, 135
1491945974255, 54, 2, 0, 0.92, -0.64, 132
1491945974297, 40, 1, 0, -0.75, -0.13, 131
1491945974373, 75, 1, 0, 1.03, -0.66, 132
1491945974424, 51, 0, 0, -1.53, -0.33, 130
1491945974473, 48, -1, 0, -2.16, 0.01, 129
1491945974555, 81, -4, 0, -4.31, 0.25, 127
1491945974625, 68, -7, 0, -6.45, 0.43, 125
1491945974676, 50, -8, 0, -4.74, 0.49, 127
1491945974755, 69, -8, 0, -3.73, 0.31, 128
1491945974799, 44, -8, 0, -2.42, 0.53, 130
1491945974887, 87, -4, 0, 2.52, 0.19, 134
1491945974952, 62, -2, 0, 0.73, 0.21, 132
1491945975026, 73, 1, 0, 3.90, -0.46, 135
1491945975088, 61, 1, 0, 0.80, -0.06, 132
1491945975168, 79, 0, 0, -1.25, 0.24, 130
1491945975242, 73, 0, 0, 1.16, 1.78, 134
1491945975321, 68, -1, 4, -3.37, 8.38, 137
1491945975382, 60, -1, 7, -0.51, 9.96, 141
1491945975441, 58, 0, 8, 1.45, 9.41, 142
1491945975512, 65, 1, 11, 1.71, 14.42, 148
1491945975579, 65, 11, 17, 15.60, 23.68, 171
1491945975657, 77, 18, 18, 14.19, 20.29, 166
1491945975749, 90, 55, 18, 59.25, 17.47, 208
1491945975811, 61, 61, 17, 30.14, 17.39, 179
1491945975843, 31, 67, 19, 33.14, 21.10, 186
1491945975936, 93, 56, 21, 11.48, 24.54, 168
1491945976011, 74, 56, 21, 23.13, 21.40, 176
1491945976060, 48, 55, 21, 20.40, 22.10, 174
1491945976142, 81, 56, 25, 23.68, 28.73, 184
1491945976204, 53, 62, 25, 30.99, 24.96, 187
1491945976282, 77, 75, 22, 42.80, 20.71, 195
1491945976332, 49, 78, 23, 35.32, 24.31, 191
1491945976409, 76, 77, 25, 29.95, 27.42, 189
1491945976455, 44, 76, 26, 28.90, 28.38, 189
1491945976536, 80, 60, 30, 8.55, 34.71, 175
1491945976599, 62, 60, 30, 23.73, 30.55, 186
1491945976669, 69, 61, 30, 26.14, 30.46, 188
1491945976734, 64, 65, 30, 30.21, 29.58, 191
1491945976828, 93, 73, 30, 37.93, 29.99, 199
1491945976891, 61, 82, 29, 41.28, 28.07, 201
1491945976923, 30, 84, 28, 36.50, 28.10, 196
1491945977000, 76, 86, 26, 36.38, 25.04, 193
1491945977059, 58, 77, 28, 21.56, 29.79, 183
1491945977131, 70, 74, 27, 26.36, 26.93, 185
1491945977179, 47, 68, 27, 21.81, 27.09, 180
1491945977241, 61, 66, 26, 25.30, 25.99, 183
1491945977305, 62, 106, 23, 82.56, 20.36, 234
1491945977367, 61, 110, 23, 48.58, 23.25, 203
1491945977460, 91, 112, 23, 47.17, 24.23, 203
1491945977534, 73, 103, 26, 31.42, 28.52, 191
1491945977589, 54, 98, 25, 34.83, 25.18, 192
1491945977663, 72, 96, 25, 35.88, 25.76, 193
1491945977764, 99, 68, 26, -0.76, 28.04, 159
1491945977806, 41, 60, 28, 16.85, 29.99, 178
1491945977865, 57, 57, 28, 20.55, 28.93, 181
1491945977933, 66, 51, 27, 13.90, 26.41, 172
1491945978002, 68, 64, 27, 38.54, 26.99, 197
1491945978081, 78, 68, 25, 32.02, 23.67, 187
1491945978126, 40, 74, 25, 35.29, 24.68, 191
1491945978205, 78, 71, 28, 25.82, 31.13, 188
1491945978267, 61, 72, 27, 29.34, 27.27, 188
1491945978360, 92, 70, 27, 26.35, 27.26, 185
1491945978438, 77, 67, 27, 24.87, 27.80, 184
1491945978519, 72, 65, 26, 23.83, 26.26, 182
1491945978573, 53, 62, 28, 21.96, 29.66, 183
1491945978658, 75, 62, 28, 25.29, 27.94, 185
1491945978748, 86, 67, 27, 31.67, 27.34, 191
1491945978822, 72, 72, 26, 34.17, 24.80, 190
1491945978872, 48, 72, 26, 29.50, 27.35, 188
1491945978957, 84, 71, 27, 26.97, 28.16, 187
1491945979036, 78, 71, 26, 28.74, 25.69, 186
1491945979092, 56, 67, 26, 22.58, 26.56, 181
1491945979171, 77, 63, 26, 21.68, 26.05, 179
1491945979227, 54, 59, 25, 19.92, 25.08, 176
1491945979306, 79, 56, 25, 18.87, 25.57, 176
1491945979370, 63, 58, 25, 25.83, 26.33, 184
1491945979434, 64, 58, 26, 23.01, 26.67, 181
1491945979526, 91, 63, 19, 30.69, 12.72, 175
1491945979593, 67, 67, 14, 31.20, 10.20, 173
1491945979642, 48, 76, 10, 38.93, 5.79, 176
1491945979730, 78, 71, 8, 24.36, 5.88, 162
1491945979797, 65, 66, 3, 20.94, -1.55, 151
1491945979954, 156, 53, 2, 8.71, 2.45, 143
1491945980019, 64, 42, 0, 5.68, -2.56, 135
1491945980051, 31, 30, 0, 0.20, -0.94, 131
1491945980132, 80, 18, 0, -5.00, -1.56, 125
1491945980220, 85, 16, -1, 4.66, -1.20, 135
1491945980300, 80, 14, -1, 4.41, -2.56, 133
1491945980349, 47, 17, -2, 10.27, -2.52, 139
1491945980434, 84, 18, -2, 7.58, -2.37, 137
1491945980515, 81, 17, -2, 6.67, -2.46, 136
1491945980555, 39, 14, -2, 2.03, -1.87, 132
1491945980661, 105, 5, -1, -6.13, -1.83, 124
1491945980728, 67, 0, -1, -6.30, -0.80, 124
1491945980811, 82, -7, 0, -9.49, -0.14, 122
1491945980848, 36, -7, 0, -3.82, -0.55, 127
1491945980952, 104, -5, 0, -0.59, -0.36, 131
1491945981026, 73, -3, 0, 0.42, -0.85, 131
1491945981100, 73, -1, 0, 1.60, -0.66, 132
1491945981166, 64, 2, 0, 4.61, -0.97, 135
1491945981261, 93, 1, 0, 0.66, -0.45, 132
1491945981337, 68, 3, 0, 2.49, -0.79, 133
1491945981368, 30, 1, 0, -0.83, -0.72, 130
1491945981474, 106, -1, 0, -3.69, -0.45, 127
1491945981528, 52, -2, 0, -2.41, -0.46, 129
1491945981601, 73, -5, 0, -5.49, 0.28, 126
1491945981656, 50, -6, 0, -3.59, 0.13, 128
1491945981763, 107, -6, 0, -2.80, -0.08, 129
1491945981809, 37, -5, 0, -0.49, -0.03, 131
1491945981871, 61, -4, 0, -0.40, 0.06, 131
1491945981925, 45, -3, 0, -1.57, -0.01, 130
1491945981979, 52, -1, 0, 1.20, -0.00, 133
1491945982063, 83, 0, 0, 1.90, -0.25, 133
1491945982112, 48, 0, 0, 0.63, -0.28, 132
1491945982158, 45, 1, 0, 1.78, -0.40, 133
1491945982186, 27, 1, 0, 0.99, -0.66, 132
1491945982259, 72, 0, 0, -1.92, 0.03, 130
1491945982294, 33, 0, 0, 0.68, -0.50, 132
1491945982371, 76, 0, 0, -0.54, -0.29, 131
1491945982440, 69, 0, 0, -1.08, -0.19, 130
1491945982504, 63, 0, 0, -0.33, -0.26, 131
1491945982551, 45, 0, 0, -0.49, -0.43, 131
1491945982641, 89, -1, 0, -1.86, 0.35, 130
1491945982721, 79, -2, 0, -1.88, 0.14, 130
1491945982773, 44, -3, 0, -2.29, 0.19, 129
1491945982825, 50, -3, 0, -1.26, 0.22, 130
1491945982903, 77, -4, 1, -3.15, 2.00, 130
1491945982965, 61, -5, 2, -2.69, 3.34, 132
1491945983049, 84, -7, -3, -4.78, -9.69, 117
1491945983092, 42, -7, -3, -2.88, -3.74, 125
1491945983181, 88, -7, -3, -2.88, -3.74, 125
1491945983223, 39, -7, -3, -2.88, -3.74, 125
1491945983311, 87, -75, 62, -97.94, 129.65, 163
1491945983397, 85, -103, 64, -69.95, 65.65, 127
1491945983402, 4, -103, 64, -41.44, 64.30, 154
