Error log data for Pathfinder
time, t_taken, offerror, angleerror, offsetpid, anglepid, output
1491939292310, 82, 3, 4, -192.76, 5.32, 0
1491939292393, 80, -19, 4, -250.60, 5.35, 0
1491939292464, 62, -46, 2, -320.10, 0.08, 0
1491939292505, 33, -35, 1, 80.05, 1.26, 213
1491939292616, 110, -9, 1, 252.47, 0.14, 255
1491939292664, 46, 59, -1, 739.76, -3.39, 255
1491939292747, 83, 56, 0, 36.38, -0.43, 167
1491939292820, 72, 72, 0, 226.11, 0.08, 255
1491939292883, 60, 35, 0, -338.01, 0.50, 0
1491939292977, 92, -45, 2, -856.11, 3.98, 0
1491939293053, 75, -78, 2, -405.29, 3.33, 0
1491939293118, 63, -84, 2, -142.99, 1.95, 0
1491939293193, 75, -67, 2, 99.75, 3.37, 235
1491939293262, 58, -30, 1, 345.39, 0.16, 255
1491939293324, 60, -16, 1, 116.12, 1.19, 249
1491939293392, 66, -3, 1, 134.15, 2.11, 255
1491939293452, 58, 71, 3, 814.03, 4.60, 255
1491939293528, 75, 53, 0, -119.26, -3.53, 9
1491939293584, 49, 30, 0, -204.54, 1.06, 0
1491939293670, 84, 16, 1, -119.98, 1.90, 13
1491939293729, 58, -10, 2, -287.42, 3.40, 0
1491939293777, 46, -19, 1, -105.27, 1.18, 27
1491939293837, 59, 0, 1, 197.72, 0.94, 255
1491939293905, 66, 12, 1, 139.70, 1.47, 255
1491939293982, 65, 39, 0, 310.74, -0.30, 255
1491939294053, 68, 52, 0, 177.71, 0.14, 255
1491939294089, 33, 43, 0, -46.43, 0.15, 85
1491939294141, 51, 33, 0, -71.25, 1.57, 62
1491939294207, 62, -1, 2, -345.96, 3.84, 0
1491939294252, 43, -14, 2, -145.48, 3.18, 0
1491939294330, 77, -17, 1, -44.93, 0.02, 87
1491939294387, 49, -17, 1, -17.26, 1.40, 116
1491939294475, 87, -17, 1, -17.26, 1.40, 116
1491939294524, 48, 39, 0, 611.18, -1.21, 255
1491939294616, 90, 56, -1, 222.51, -2.43, 255
1491939294719, 101, 70, -2, 215.51, -2.90, 255
1491939294779, 58, 54, 0, -111.12, 2.95, 23
1491939294856, 76, 21, 1, -307.00, 2.53, 0
1491939294913, 56, 21, 1, 21.53, 1.49, 155
1491939294991, 77, -96, 3, -1276.82, 5.38, 0
1491939295055, 63, -87, 2, 0.64, 1.66, 134
1491939295128, 68, -49, 3, 334.02, 4.98, 255
1491939295190, 52, -48, 4, -41.40, 5.80, 96
1491939295285, 94, -49, 3, -57.16, 2.87, 77
1491939295387, 102, -49, 3, -49.39, 3.83, 86
1491939295484, 95, -77, 4, -363.42, 4.67, 0
1491939295534, 45, -66, 5, 45.02, 6.27, 183
1491939295622, 87, -56, 5, 50.91, 5.34, 188
1491939295679, 56, -46, 4, 49.36, 3.30, 184
1491939295740, 60, -46, 4, -46.48, 4.30, 89
1491939295812, 72, -20, 3, 237.18, 3.48, 255
1491939295847, 33, -27, 4, -96.29, 5.35, 41
1491939295928, 79, -33, 4, -88.11, 3.60, 47
1491939295989, 61, -1, 2, 316.24, 1.63, 255
1491939296075, 85, -1, 4, -4.39, 5.55, 133
1491939296158, 82, 13, 2, 160.25, -0.03, 255
1491939296214, 54, 68, 0, 626.63, -3.48, 255
1491939296293, 78, 48, -2, -160.53, -3.74, 0
1491939296385, 81, 36, 0, -79.20, 0.91, 53
1491939296469, 82, 14, 0, -207.90, 0.72, 0
1491939296515, 45, -29, 0, -463.28, 1.52, 0
1491939296602, 83, 10, 0, 407.60, -0.47, 255
1491939296652, 48, 18, -1, 94.02, -2.66, 223
1491939296743, 89, 18, -1, 18.14, -1.25, 148
1491939296789, 44, 82, -3, 730.27, -6.21, 255
1491939296870, 79, 71, -4, -39.12, -4.46, 88
1491939296914, 42, 68, -5, 37.76, -6.54, 163
1491939296984, 69, 68, -5, 68.69, -5.32, 195
1491939297064, 78, 74, -7, 134.62, -10.66, 255
1491939297133, 55, 63, -9, -53.17, -11.97, 66
1491939297171, 36, 41, -6, -172.93, -3.45, 0
1491939297255, 83, 41, -6, 41.61, -6.71, 166
1491939297323, 66, -37, -2, -825.76, 1.06, 0
1491939297397, 74, -42, -3, -94.26, -3.57, 34
1491939297482, 83, 6, -5, 493.27, -8.24, 255
1491939297539, 54, 21, -5, 177.34, -5.31, 255
1491939297621, 82, 52, -6, 355.69, -8.22, 255
1491939297680, 57, 67, -7, 222.98, -7.25, 255
1491939297760, 79, 68, -7, 78.99, -7.21, 203
1491939297874, 105, 15, -4, -522.10, -0.95, 0
1491939297950, 76, -7, -3, -232.55, -2.90, 0
1491939298002, 50, -30, -2, -263.19, -1.42, 0
1491939298090, 87, -33, -2, -64.84, -2.67, 64
1491939298158, 68, -25, -2, 53.08, -2.88, 182
1491939298205, 35, -16, -2, 83.00, -2.59, 212
1491939298260, 54, 4, -3, 210.25, -5.04, 255
1491939298330, 68, 16, -4, 132.73, -4.46, 255
1491939298398, 67, 14, -5, -4.18, -6.01, 121
1491939298474, 75, 4, -4, -91.71, -4.78, 35
1491939298567, 91, -44, -8, -534.15, -11.86, 0
1491939298621, 52, -54, -6, -155.67, -4.85, 0
1491939298706, 84, -45, 0, 45.11, 7.04, 184
1491939298789, 81, -24, 1, 179.59, 2.79, 255
1491939298844, 53, 7, 2, 329.93, 3.77, 255
1491939298925, 81, 61, 12, 599.94, 21.82, 255
1491939299008, 75, 51, 12, -50.27, 12.69, 94
1491939299085, 75, 32, 9, -156.19, 7.08, 0
1491939299157, 71, 12, 9, -180.05, 8.32, 0
1491939299237, 78, 5, 9, -67.77, 9.55, 73
1491939299307, 67, 5, 9, 5.60, 9.30, 146
1491939299380, 71, 5, 9, 5.60, 9.30, 146
1491939299412, 31, 5, 9, 5.60, 9.30, 146
1491939299496, 83, 5, 9, 5.60, 9.30, 146
1491939299589, 76, 5, 9, 5.60, 9.30, 146
1491939299678, 89, 5, 9, 5.60, 9.30, 146
1491939299764, 85, 5, 9, 5.60, 9.30, 146
1491939299807, 42, 5, 9, 5.60, 9.30, 146
1491939299915, 107, 58, -41, 585.67, -92.42, 255
1491939299978, 62, 169, -70, 1281.67, -98.81, 255
1491939300049, 69, 117, -9, -403.30, 50.29, 0
1491939300123, 73, -34, 57, -1557.20, 124.81, 0
1491939300224, 100, 118, -10, 1650.15, -77.84, 255
1491939300290, 65, 113, -9, 66.57, -8.23, 190
1491939300357, 66, 118, -9, 169.60, -9.08, 255
1491939300430, 72, 115, -10, 82.53, -11.13, 203
1491939300493, 62, 112, -10, 85.28, -10.11, 207
1491939300588, 94, 108, -9, 67.85, -9.15, 190
1491939300656, 67, 110, -8, 123.67, -7.65, 248
1491939300729, 72, 115, -9, 172.88, -10.12, 255
1491939300773, 44, 111, -9, 71.86, -9.23, 194
1491939300883, 109, 127, -11, 287.12, -12.95, 255
1491939301039, 155, 177, -71, 674.21, -131.43, 255
1491939301047, 5, 177, -71, 177.37, -71.28, 238
